Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,20.887699,21.499901,20.859400,21.369499,15.644726,6353920
2010-01-05,21.482901,21.562300,20.950100,21.256201,15.572375,7491119
2010-01-06,21.199499,21.341200,20.950100,21.086100,15.447764,6591027
2010-01-07,20.972700,21.120100,20.813999,21.029400,15.406224,3884402
2010-01-08,21.137100,21.137100,20.802700,21.006800,15.389667,4216952
2010-01-11,21.035101,21.171200,20.706301,21.023800,15.402115,5742627
2010-01-12,20.808399,21.210800,20.643999,21.086100,15.447764,5891701
2010-01-13,21.091801,21.239201,20.848000,21.199499,15.530832,5511694
2010-01-14,21.114500,21.244801,20.689301,20.746000,15.198600,6489057
2010-01-15,20.746000,20.848000,20.354900,20.451300,14.982700,7170036
2010-01-18,20.570299,20.785700,20.519300,20.632700,15.115599,3150673
2010-01-19,20.485300,21.029400,20.411600,20.819700,15.252593,5840716
2010-01-20,18.847099,18.892500,18.138599,18.478701,13.537567,8247429
2010-01-21,18.609100,18.631701,17.787201,18.013901,13.197055,8525819
2010-01-22,17.883499,18.144300,17.747499,18.013901,13.197055,7585151
2010-01-26,17.685101,18.189600,17.577400,18.104601,13.263494,6684000
2010-01-27,18.025200,18.059200,17.600100,17.702101,12.968628,8741227
2010-01-28,17.962900,18.064899,17.588800,18.002600,13.188773,6580619
2010-01-29,18.081900,18.257601,17.600100,17.758801,13.010169,8602385
2010-02-01,17.951500,18.132900,17.815500,18.059200,13.230236,8781980
2010-02-02,18.252001,18.461700,18.144300,18.337000,13.444583,8197326
2010-02-03,18.268999,18.529699,17.996901,18.223600,13.361436,6094231
2010-02-04,18.166901,18.166901,17.503700,17.685101,12.966605,8672070
2010-02-05,17.452700,17.770201,16.670500,17.033300,12.488719,11848148
2010-02-08,17.118299,17.316700,16.885900,17.004900,12.467894,9206621
2010-02-09,17.231701,17.906200,17.231701,17.583099,12.891827,9889893
2010-02-10,17.685101,17.826799,17.520800,17.798500,13.049755,4708633
2010-02-11,17.798500,18.183901,17.418699,17.923201,13.141189,8844785
2010-02-12,17.855200,18.013901,17.430099,17.917500,13.137007,5589318
2010-02-17,18.149900,18.422001,18.144300,18.422001,13.506907,4660118
2010-02-18,18.365299,18.388000,18.076300,18.308599,13.423761,9265192
2010-02-19,18.223600,18.308599,18.081900,18.132900,13.294940,5683350
2010-02-22,18.195299,18.252001,17.940201,17.940201,13.153649,5313751
2010-02-23,17.855200,17.883499,17.481100,17.571800,12.883541,5825720
2010-02-24,19.328899,19.422501,19.048401,19.266600,14.126163,0
2010-02-25,19.017200,19.497299,18.774000,19.235399,14.103281,0
2010-02-26,19.241600,19.453600,19.079500,19.422501,14.240465,0
2010-03-01,19.547199,19.728001,19.472300,19.640699,14.400449,0
2010-03-02,19.721800,19.921301,19.721800,19.858900,14.571222,0
2010-03-03,19.952499,20.152000,19.734200,19.827801,14.548400,0
2010-03-04,19.858900,20.008600,19.671900,19.858900,14.571222,0
2010-03-05,20.046000,20.058500,19.852699,19.921301,14.617000,0
2010-03-08,19.952499,20.014799,19.734200,19.734200,14.479712,0
2010-03-09,19.615801,20.102100,19.609501,19.871401,14.580394,0
2010-03-10,19.927500,20.257999,19.896299,19.940001,14.630725,0
2010-03-11,19.858900,20.077200,19.734200,20.046000,14.708501,0
2010-03-12,20.158199,20.170700,19.796600,19.840200,14.557496,0
2010-03-15,19.746700,19.983601,19.659401,19.796600,14.525504,0
