Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,25.200001,25.370001,24.190001,24.990000,23.917036,1095900
2015-01-05,25.010000,25.340000,24.559999,24.820000,23.754335,924300
2015-01-06,24.870001,25.870001,24.870001,25.540001,24.443420,1162100
2015-01-07,25.320000,26.100000,25.299999,25.980000,24.864527,831700
2015-01-08,25.879999,26.139999,25.719999,26.049999,24.931522,445700
2015-01-09,25.840000,26.150000,25.500000,25.650000,24.548698,386900
2015-01-12,25.440001,26.820000,25.430000,26.820000,25.668463,710900
2015-01-13,26.600000,26.740000,26.010000,26.250000,25.122934,1635100
2015-01-14,26.280001,27.240000,26.010000,26.010000,24.893240,767300
2015-01-15,26.110001,26.500000,25.969999,26.000000,24.883673,755600
2015-01-16,26.110001,26.940001,25.969999,26.870001,25.716316,704700
2015-01-19,26.660000,27.000000,26.100000,26.110001,24.988945,1010800
2015-01-20,26.280001,26.700001,26.180000,26.530001,25.390917,388000
2015-01-21,26.650000,26.900000,26.110001,26.250000,25.122934,1046000
2015-01-22,26.379999,26.540001,25.650000,26.100000,24.979378,1077700
2015-01-23,25.830000,25.980000,25.430000,25.920000,24.807106,613300
2015-01-26,25.610001,26.299999,25.610001,26.150000,25.027231,416900
2015-01-27,25.860001,25.990000,25.100000,25.700001,24.596550,716600
2015-01-28,25.700001,26.150000,25.450001,25.920000,24.807106,458700
2015-01-29,25.870001,26.090000,25.700001,25.900000,24.787964,753500
2015-01-30,25.959999,26.100000,25.389999,25.850000,24.740110,1233600
2015-02-02,25.820000,25.990000,25.600000,25.900000,24.787964,650100
2015-02-03,25.900000,26.500000,25.799999,26.400000,25.266491,1344000
2015-02-04,26.250000,26.670000,25.250000,25.379999,24.290293,1210100
2015-02-05,25.389999,26.000000,25.340000,25.500000,24.405138,614700
2015-02-06,25.510000,25.990000,25.299999,25.770000,24.663540,444700
2015-02-09,25.760000,26.299999,25.530001,26.299999,25.170792,957000
2015-02-10,26.190001,26.820000,25.930000,26.000000,24.883673,810600
2015-02-11,26.020000,26.559999,25.790001,25.820000,24.711393,678700
2015-02-12,26.160000,26.500000,25.799999,26.500000,25.362202,1185800
2015-02-13,26.290001,26.600000,25.920000,26.200001,25.075083,880100
2015-02-18,26.559999,27.410000,26.230000,27.150000,25.984295,1600600
2015-02-19,27.260000,27.870001,27.160000,27.620001,26.434116,721000
2015-02-20,27.959999,27.980000,27.360001,27.629999,26.443684,394500
2015-02-23,27.730000,28.160000,27.430000,27.750000,26.558535,564700
2015-02-24,27.650000,27.920000,27.299999,27.600000,26.414974,1074300
2015-02-25,27.610001,28.250000,27.480000,28.040001,26.836082,545600
2015-02-26,28.170000,28.650000,27.959999,28.230000,27.017923,806900
2015-02-27,28.400000,29.209999,28.299999,28.500000,27.361570,881800
2015-03-02,28.500000,28.610001,27.570000,27.900000,26.785542,1364600
2015-03-03,28.139999,28.270000,27.799999,28.040001,26.919947,614000
2015-03-04,27.959999,28.080000,27.360001,28.000000,26.881546,421400
2015-03-05,27.959999,28.260000,27.750000,28.010000,26.891144,766100
2015-03-06,28.030001,28.030001,27.230000,27.540001,26.439917,439200
2015-03-09,27.290001,27.559999,26.840000,27.299999,26.209511,596100
2015-03-10,27.219999,27.340000,26.740000,26.799999,25.729479,616700
2015-03-11,26.799999,27.090000,26.660000,27.000000,25.921492,505200
2015-03-12,27.400000,27.850000,26.900000,26.900000,25.825480,780800
2015-03-13,27.000000,27.260000,26.260000,26.540001,25.479866,636500
2015-03-16,26.540001,26.639999,25.879999,26.090000,25.047842,1626900
2015-03-17,26.000000,26.129999,25.480000,25.820000,24.788626,1664400
2015-03-18,25.809999,25.980000,25.680000,25.900000,24.865427,3998800
2015-03-19,25.980000,26.400000,25.860001,26.350000,25.297453,1779800
2015-03-20,26.549999,26.980000,26.450001,26.600000,25.537466,1116700
2015-03-23,26.559999,26.660000,26.040001,26.139999,25.095842,749500
2015-03-24,26.139999,26.889999,26.059999,26.730000,25.758936,1426700
2015-03-25,26.740000,27.799999,26.670000,27.559999,26.558781,1004800
2015-03-26,27.420000,27.900000,27.129999,27.650000,26.645512,1395600
2015-03-27,27.969999,28.000000,27.000000,27.549999,26.549149,813700
2015-03-30,27.400000,28.330000,27.299999,28.049999,27.030981,695200
2015-03-31,28.180000,28.889999,28.059999,28.639999,27.599548,1160700
2015-04-01,28.820000,29.100000,28.500000,28.600000,27.561001,659600
2015-04-02,28.600000,30.379999,28.580000,30.280001,29.179974,867100
2015-04-06,30.490000,30.650000,29.920000,30.400000,29.295609,758200
2015-04-07,30.049999,30.700001,29.930000,30.629999,29.517254,1370500
2015-04-08,30.360001,31.959999,30.299999,31.139999,30.008724,1591000
2015-04-09,31.170000,31.510000,30.610001,30.910000,29.787081,636700
2015-04-10,31.000000,31.240000,30.559999,30.559999,29.449795,869700
2015-04-13,31.000000,31.219999,30.440001,30.940001,29.815996,1229400
2015-04-14,31.000000,32.570000,30.790001,32.490002,31.309681,1575800
2015-04-15,32.349998,32.740002,31.639999,31.879999,30.721844,1096400
2015-04-16,31.969999,32.389999,31.410000,31.799999,30.644749,833300
2015-04-17,31.799999,31.799999,30.660000,31.160000,30.027998,1204300
2015-04-20,31.110001,31.480000,30.080000,31.440001,30.297829,921300
2015-04-22,31.450001,31.770000,31.150000,31.590000,30.442375,1059700
2015-04-23,31.410000,32.250000,31.400000,31.730000,30.577293,776300
2015-04-24,31.920000,32.560001,31.430000,32.560001,31.377140,1134100
2015-04-27,32.590000,33.220001,31.940001,32.799999,31.608418,1066500
2015-04-28,32.950001,32.950001,31.719999,32.020000,30.856756,942600
2015-04-29,32.099998,32.810001,31.840000,32.799999,31.608418,1680300
2015-04-30,33.500000,35.080002,33.349998,34.110001,32.870834,3242500
2015-05-04,34.209999,34.730000,33.570000,34.250000,33.005756,1626300
2015-05-05,34.500000,34.930000,34.490002,34.509998,33.256302,1374100
2015-05-06,34.799999,35.549999,34.730000,35.490002,34.200691,4549200
2015-05-07,35.490002,36.000000,35.290001,36.000000,34.692169,876200
2015-05-08,36.070000,36.779999,35.759998,36.599998,35.270374,1419100
2015-05-11,36.279999,37.720001,36.110001,37.299999,35.944939,961500
2015-05-12,37.279999,37.279999,36.250000,36.250000,34.933079,1084600
2015-05-13,36.230000,36.810001,36.230000,36.549999,35.222195,859700
2015-05-14,36.439999,37.150002,36.110001,36.990002,35.646206,1530700
2015-05-15,37.150002,38.250000,37.040001,38.169998,36.783333,1551500
2015-05-18,38.400002,38.599998,37.700001,38.580002,37.178444,1743300
2015-05-19,38.279999,38.279999,36.459999,36.849998,35.511292,1862300
2015-05-20,36.799999,37.400002,36.110001,37.200001,35.848576,1586500
2015-05-21,37.200001,38.290001,37.000000,37.900002,36.523148,1860000
2015-05-22,37.959999,38.439999,37.119999,37.310001,35.954578,986700
2015-05-25,37.310001,38.189999,37.310001,37.959999,36.580959,205800
2015-05-26,37.730000,38.049999,37.480000,37.650002,36.282230,766200
2015-05-27,37.410000,37.790001,36.200001,36.759998,35.424557,1207700
2015-05-28,36.970001,36.970001,36.130001,36.430000,35.106548,1748700
2015-05-29,36.529999,36.750000,35.500000,35.610001,34.316334,1767900
2015-06-01,36.160000,36.549999,35.709999,36.169998,34.855999,1768200
2015-06-02,36.490002,36.490002,35.820000,35.990002,34.682537,1219900
2015-06-03,36.439999,37.029999,36.009998,36.310001,34.990906,1894000
2015-06-05,35.869999,36.790001,35.869999,36.560001,35.231819,826900
2015-06-08,36.389999,37.200001,36.119999,36.500000,35.174004,1024200
2015-06-09,36.720001,37.400002,36.560001,36.669998,35.337833,1438500
2015-06-10,36.689999,37.110001,36.000000,36.080002,34.769260,872500
2015-06-11,36.000000,36.400002,35.410000,36.150002,34.836720,876400
2015-06-12,35.599998,37.099998,35.599998,36.869999,35.530560,1844100
2015-06-15,36.990002,37.590000,36.980000,37.369999,36.012405,927100
2015-06-16,37.389999,37.720001,36.919998,37.500000,36.137676,972100
2015-06-17,37.360001,37.619999,37.160000,37.459999,36.099125,661500
2015-06-18,37.430000,37.680000,37.099998,37.680000,36.311138,1029300
2015-06-19,37.580002,37.580002,36.820000,37.459999,36.099125,1659300
2015-06-22,37.560001,39.480000,37.560001,38.959999,37.544636,1995900
2015-06-23,39.000000,39.310001,38.660000,39.049999,37.736076,945600
2015-06-24,38.930000,39.369999,38.810001,39.000000,37.687771,705500
